index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error
3157,27/5/2019,Western,1383.36,1397.96,14.6
3158,27/5/2019,Southern,648.16,610.82,-37.34
3159,27/5/2019,Eastern,530.07,528.87,-1.2
3160,27/5/2019,NorthEastern,36.63,42.11,5.48
3161,28/5/2019,Northern,737.47,750.29,12.82
3162,28/5/2019,Western,1383.36,1416.96,33.6
3163,28/5/2019,Southern,648.16,646.27,-1.89
3164,28/5/2019,Eastern,530.07,520.87,-9.2
3165,28/5/2019,NorthEastern,36.63,42.87,6.24
3166,29/5/2019,Northern,737.47,775.96,38.49
3167,29/5/2019,Western,1383.36,1435.17,51.81
3168,29/5/2019,Southern,648.16,649.87,1.71
3169,29/5/2019,Eastern,530.07,518.85,-11.22
3170,29/5/2019,NorthEastern,36.63,45.5,8.87
3171,30/5/2019,Northern,737.47,794.32,56.85
3172,30/5/2019,Western,1381.81,1431.77,49.96
3173,30/5/2019,Southern,648.16,640.86,-7.3
3174,30/5/2019,Eastern,530.07,521.27,-8.8
3175,30/5/2019,NorthEastern,36.63,39.99,3.36
3176,31/5/2019,Northern,737.85,775.27,37.42
3177,31/5/2019,Western,1385.81,1419.48,33.67
3178,31/5/2019,Southern,648.16,642.15,-6.01
3179,31/5/2019,Eastern,530.07,518.63,-11.44
3180,31/5/2019,NorthEastern,36.63,38.45,1.82
3181,1/6/2019,Northern,711.9,752.52,40.62
3182,1/6/2019,Western,1330.24,1402.14,71.9
3183,1/6/2019,Southern,611.63,607.01,-4.62
3184,1/6/2019,Eastern,510.69,538.77,28.08
3185,1/6/2019,NorthEastern,34.38,37.62,3.24
3186,2/6/2019,Northern,715.54,727.6,12.06
3187,2/6/2019,Western,1331.76,1341.61,9.85
3188,2/6/2019,Southern,611.63,540.3,-71.33
3189,2/6/2019,Eastern,510.69,512.13,1.44
3190,2/6/2019,NorthEastern,34.38,39.77,5.39
3191,3/6/2019,Northern,715.54,686.34,-29.2
3192,3/6/2019,Western,1331.76,1333.73,1.97
3193,3/6/2019,Southern,611.63,509.31,-102.32
3194,3/6/2019,Eastern,510.69,499.86,-10.83
3195,3/6/2019,NorthEastern,34.38,39.57,5.19
3196,4/6/2019,Northern,715.54,720.37,4.83
3197,4/6/2019,Western,1331.76,1339.33,7.57
3198,4/6/2019,Southern,611.63,542.13,-69.5
3199,4/6/2019,Eastern,510.69,544.26,33.57
3200,4/6/2019,NorthEastern,34.38,36.96,2.58
3201,5/6/2019,Northern,712.79,771.77,58.98
3202,5/6/2019,Western,1331.76,1355.18,23.42
3203,5/6/2019,Southern,611.63,616.95,5.32
3204,5/6/2019,Eastern,510.69,558.29,47.6
3205,5/6/2019,NorthEastern,34.65,39.89,5.24
3206,6/6/2019,Northern,712.79,736.18,23.39
3207,6/6/2019,Western,1331.76,1356.49,24.73
3208,6/6/2019,Southern,598.43,602.31,3.88
3209,6/6/2019,Eastern,507.69,550.8,43.11
3210,6/6/2019,NorthEastern,34.65,37.52,2.87
3211,7/6/2019,Northern,712.79,718.48,5.69
3212,7/6/2019,Western,1331.76,1369.71,37.95
3213,7/6/2019,Southern,598.43,567.8,-30.63
3214,7/6/2019,Eastern,507.69,539.68,31.99
3215,7/6/2019,NorthEastern,34.65,37.42,2.77
3216,8/6/2019,Northern,712.79,761.15,48.36
3217,8/6/2019,Western,1331.76,1366.25,34.49
3218,8/6/2019,Southern,598.43,579.57,-18.86
3219,8/6/2019,Eastern,507.69,521.95,14.26
3220,8/6/2019,NorthEastern,34.65,37.18,2.53
3221,9/6/2019,Northern,712.79,738.4,25.61
3222,9/6/2019,Western,1331.76,1345.73,13.97
3223,9/6/2019,Southern,601.61,559.4,-42.21
3224,9/6/2019,Eastern,507.69,523.8,16.11
3225,9/6/2019,NorthEastern,34.65,38.06,3.41
3226,10/6/2019,Northern,712.61,742.25,29.64
3227,10/6/2019,Western,1320.43,1370.25,49.82
3228,10/6/2019,Southern,601.61,601.43,-0.18
3229,10/6/2019,Eastern,507.69,531.64,23.95
3230,10/6/2019,NorthEastern,34.65,29.36,-5.29
3231,11/6/2019,Northern,712.61,763.07,50.46
3232,11/6/2019,Western,1320.43,1376.33,55.9
3233,11/6/2019,Southern,597.21,587.52,-9.69
3234,11/6/2019,Eastern,507.69,521.55,13.86
3235,11/6/2019,NorthEastern,34.65,40.74,6.09
3236,12/6/2019,Northern,712.26,715.8,3.54
3237,12/6/2019,Western,1320.43,1323.34,2.91
3238,12/6/2019,Southern,597.21,551.77,-45.44
3239,12/6/2019,Eastern,507.69,503.61,-4.08
3240,12/6/2019,NorthEastern,34.65,40.87,6.22
3241,13/6/2019,Northern,712.26,743.05,30.79
3242,13/6/2019,Western,1320.43,1228.89,-91.54
3243,13/6/2019,Southern,597.21,549.45,-47.76
3244,13/6/2019,Eastern,507.69,458.81,-48.88
3245,13/6/2019,NorthEastern,34.65,40.87,6.22
3246,14/6/2019,Northern,712.26,817.5,105.24
3247,14/6/2019,Western,1320.43,1267.51,-52.92
3248,14/6/2019,Southern,597.21,565.09,-32.12
3249,14/6/2019,Eastern,507.69,528.89,21.2
3250,14/6/2019,NorthEastern,34.65,43.63,8.98
3251,15/6/2019,Northern,716.68,757.56,40.88
3252,15/6/2019,Western,1267.36,1233.94,-33.42
3253,15/6/2019,Southern,583.77,546.93,-36.84
3254,15/6/2019,Eastern,507.69,501.09,-6.6
3255,15/6/2019,NorthEastern,34.65,42.09,7.44
3256,16/6/2019,Northern,719.31,674.78,-44.53
3257,16/6/2019,Western,1275.09,1172.05,-103.04
3258,16/6/2019,Southern,574.64,518.78,-55.86
3259,16/6/2019,Eastern,507.36,475.77,-31.59
3260,16/6/2019,NorthEastern,34.65,39.87,5.22
3261,17/6/2019,Northern,719.31,666.26,-53.05
3262,17/6/2019,Western,1275.09,1208.57,-66.52
3263,17/6/2019,Southern,576.35,518.21,-58.14
3264,17/6/2019,Eastern,507.36,497.52,-9.84
3265,17/6/2019,NorthEastern,34.65,39.86,5.21
3266,18/6/2019,Northern,723.8,623,-100.8
3267,18/6/2019,Western,1275.09,1220.93,-54.16
3268,18/6/2019,Southern,572.11,558.2,-13.91
3269,18/6/2019,Eastern,507.36,500.64,-6.72
3270,18/6/2019,NorthEastern,34.65,36.26,1.61
3271,19/6/2019,Northern,724.15,675.26,-48.89
3272,19/6/2019,Western,1275.09,1245.9,-29.19
3273,19/6/2019,Southern,572.11,570.07,-2.04
3274,19/6/2019,Eastern,516.53,508.21,-8.32
3275,19/6/2019,NorthEastern,34.65,40.35,5.7
3276,20/6/2019,Northern,724.15,682.11,-42.04
3277,20/6/2019,Western,1267.62,1290.63,23.01
3278,20/6/2019,Southern,571.15,586.94,15.79
3279,20/6/2019,Eastern,516.53,509.55,-6.98
3280,20/6/2019,NorthEastern,34.65,42.77,8.12
3281,21/6/2019,Northern,724.15,721.88,-2.27
3282,21/6/2019,Western,1281.19,1317.29,36.1
3283,21/6/2019,Southern,571.15,632.87,61.72
3284,21/6/2019,Eastern,505.98,487.06,-18.92
3285,21/6/2019,NorthEastern,34.95,45.74,10.79
3286,22/6/2019,Northern,723.8,730.19,6.39
3287,22/6/2019,Western,1281.19,1337.67,56.48
3288,22/6/2019,Southern,578.72,596.98,18.26
3289,22/6/2019,Eastern,505.98,488.13,-17.85
3290,22/6/2019,NorthEastern,34.68,40.15,5.47
3291,23/6/2019,Northern,723.8,703.43,-20.37
3292,23/6/2019,Western,1281.19,1279.64,-1.55
3293,23/6/2019,Southern,578.72,554.64,-24.08
3294,23/6/2019,Eastern,505.98,480.29,-25.69
3295,23/6/2019,NorthEastern,34.68,41.81,7.13
3296,24/6/2019,Northern,721.15,694.45,-26.7
3297,24/6/2019,Western,1281.19,1342.29,61.1
3298,24/6/2019,Southern,579.68,594.29,14.61
3299,24/6/2019,Eastern,502.37,493.89,-8.48
3300,24/6/2019,NorthEastern,34.68,42.05,7.37
3301,25/6/2019,Northern,721.15,723.36,2.21
3302,25/6/2019,Western,1266.27,1362.12,95.85
3303,25/6/2019,Southern,575.68,606.03,30.35
3304,25/6/2019,Eastern,498.08,497.36,-0.72
3305,25/6/2019,NorthEastern,34.68,41.19,6.51
3306,26/6/2019,Northern,721.15,744.54,23.39
3307,26/6/2019,Western,1269.47,1330,60.53
3308,26/6/2019,Southern,579.48,608.03,28.55
3309,26/6/2019,Eastern,498.08,482.34,-15.74
3310,26/6/2019,NorthEastern,36.15,38.7,2.55
3311,27/6/2019,Northern,721.15,731.28,10.13
3312,27/6/2019,Western,1272.22,1269.33,-2.89
3313,27/6/2019,Southern,579.48,588.44,8.96
3314,27/6/2019,Eastern,498.08,477.51,-20.57
3315,27/6/2019,NorthEastern,36.15,38.62,2.47
3316,28/6/2019,Northern,721.15,749.89,28.74
3317,28/6/2019,Western,1273.05,1216.61,-56.44
3318,28/6/2019,Southern,579.48,551.05,-28.43
3319,28/6/2019,Eastern,498.08,486.72,-11.36
3320,28/6/2019,NorthEastern,36.15,40.18,4.03
3321,29/6/2019,Northern,721.5,751.83,30.33
3322,29/6/2019,Western,1273.05,1205.16,-67.89
3323,29/6/2019,Southern,579.48,554.87,-24.61
3324,29/6/2019,Eastern,498.08,505.32,7.24
3325,29/6/2019,NorthEastern,36.15,39.57,3.42
3326,30/6/2019,Northern,721.5,740.57,19.07
3327,30/6/2019,Western,1273.05,1147.42,-125.63
3328,30/6/2019,Southern,579.48,517.12,-62.36
3329,30/6/2019,Eastern,498.08,469.75,-28.33
3330,30/6/2019,NorthEastern,36.15,40.19,4.04
3331,1/7/2019,Northern,658.28,758.87,100.59
3332,1/7/2019,Western,1130.41,1172.6,42.19
3333,1/7/2019,Southern,522.48,532.76,10.28
3334,1/7/2019,Eastern,483.72,507.2,23.48
3335,1/7/2019,NorthEastern,33.85,40.34,6.49
3336,2/7/2019,Northern,660.85,753.56,92.71
3337,2/7/2019,Western,1130.41,1185.22,54.81
3338,2/7/2019,Southern,518.48,541.86,23.38
3339,2/7/2019,Eastern,483.72,499.51,15.79
3340,2/7/2019,NorthEastern,33.85,40.36,6.51
3341,3/7/2019,Northern,660.85,764.78,103.93
3342,3/7/2019,Western,1130.41,1172.57,42.16
3343,3/7/2019,Southern,518.48,533.79,15.31
3344,3/7/2019,Eastern,483.72,484.63,0.91
3345,3/7/2019,NorthEastern,33.85,41.33,7.48
3346,4/7/2019,Northern,660.85,729.45,68.6
3347,4/7/2019,Western,1130.41,1151.21,20.8
3348,4/7/2019,Southern,518.48,548.22,29.74
3349,4/7/2019,Eastern,483.72,481.6,-2.12
3350,4/7/2019,NorthEastern,33.85,42.41,8.56
3351,5/7/2019,Northern,663.52,677.6,14.08
3352,5/7/2019,Western,1139.1,1135.97,-3.13
3353,5/7/2019,Southern,521.66,527.2,5.54
3354,5/7/2019,Eastern,483.72,480.93,-2.79
3355,5/7/2019,NorthEastern,33.85,40.01,6.16
3356,6/7/2019,Northern,663.52,621.74,-41.78
3357,6/7/2019,Western,1142.37,1107.24,-35.13
3358,6/7/2019,Southern,521.66,501.54,-20.12
3359,6/7/2019,Eastern,491.26,466.6,-24.66
3360,6/7/2019,NorthEastern,34.43,38.09,3.66
3361,7/7/2019,Northern,663.52,605.86,-57.66
3362,7/7/2019,Western,1142.37,1039.03,-103.34
3363,7/7/2019,Southern,521.66,475.43,-46.23
3364,7/7/2019,Eastern,491.26,428.01,-63.25
3365,7/7/2019,NorthEastern,34.43,32.17,-2.26
3366,8/7/2019,Northern,653.09,629.21,-23.88
3367,8/7/2019,Western,1142.37,1107.05,-35.32
3368,8/7/2019,Southern,521.66,492.28,-29.38
3369,8/7/2019,Eastern,499.13,443.85,-55.28
3370,8/7/2019,NorthEastern,34.43,34.23,-0.2
3371,9/7/2019,Northern,653.09,579.98,-73.11
3372,9/7/2019,Western,1143.02,1112.97,-30.05
3373,9/7/2019,Southern,517.53,497.1,-20.43
3374,9/7/2019,Eastern,499.13,439.35,-59.78
3375,9/7/2019,NorthEastern,34.43,36.24,1.81
3376,10/7/2019,Northern,653.09,579.15,-73.94
3377,10/7/2019,Western,1139.22,1100.96,-38.26
3378,10/7/2019,Southern,509.35,494.69,-14.66
3379,10/7/2019,Eastern,500.4,459.55,-40.85
3380,10/7/2019,NorthEastern,34.43,38.88,4.45
3381,11/7/2019,Northern,653.09,565.57,-87.52
3382,11/7/2019,Western,1141.7,1107.71,-33.99
3383,11/7/2019,Southern,513.73,488.1,-25.63
3384,11/7/2019,Eastern,497.7,444.15,-53.55
3385,11/7/2019,NorthEastern,34.43,37.1,2.67
3386,12/7/2019,Northern,648.18,597.21,-50.97
3387,12/7/2019,Western,1141.7,1174.8,33.1
3388,12/7/2019,Southern,513.73,525.29,11.56
3389,12/7/2019,Eastern,493.52,465.58,-27.94
3390,12/7/2019,NorthEastern,34.43,32.62,-1.81
3391,13/7/2019,Northern,648.18,592.03,-56.15
3392,13/7/2019,Western,1141.7,1199.03,57.33
3393,13/7/2019,Southern,513.2,502.23,-10.97
3394,13/7/2019,Eastern,493.52,477.59,-15.93
3395,13/7/2019,NorthEastern,34.43,34.89,0.46
3396,14/7/2019,Northern,648.18,551.27,-96.91
3397,14/7/2019,Western,1141.7,1120.84,-20.86
3398,14/7/2019,Southern,513.2,493.75,-19.45
3399,14/7/2019,Eastern,493.52,444.42,-49.1
3400,14/7/2019,NorthEastern,34.43,35.84,1.41
3401,15/7/2019,Northern,648.18,551.53,-96.65
3402,15/7/2019,Western,1119.74,1164.53,44.79
3403,15/7/2019,Southern,500.77,505.78,5.01
3404,15/7/2019,Eastern,490.81,450.43,-40.38
3405,15/7/2019,NorthEastern,33.97,34.33,0.36
3406,16/7/2019,Northern,648.18,521.04,-127.14
3407,16/7/2019,Western,1122.49,1190.05,67.56
3408,16/7/2019,Southern,520.62,521.67,1.05
3409,16/7/2019,Eastern,501.37,453.76,-47.61
3410,16/7/2019,NorthEastern,29.7,39.9,10.2
3411,17/7/2019,Northern,648.24,545.31,-102.93
3412,17/7/2019,Western,1122.49,1265.77,143.28
3413,17/7/2019,Southern,520.62,558.3,37.68
3414,17/7/2019,Eastern,501.37,468.3,-33.07
3415,17/7/2019,NorthEastern,29.7,43.55,13.85
3416,18/7/2019,Northern,648.24,574.73,-73.51
3417,18/7/2019,Western,1124.78,1319.55,194.77
3418,18/7/2019,Southern,524.76,540.57,15.81
3419,18/7/2019,Eastern,501.37,502.84,1.47
3420,18/7/2019,NorthEastern,29.7,45.83,16.13
3421,19/7/2019,Northern,648.24,650.87,2.63
3422,19/7/2019,Western,1124.78,1362.95,238.17
3423,19/7/2019,Southern,524.76,518.67,-6.09
3424,19/7/2019,Eastern,501.37,507.32,5.95
3425,19/7/2019,NorthEastern,29.7,45.44,15.74
3426,20/7/2019,Northern,633.17,629.24,-3.93
3427,20/7/2019,Western,1124.37,1345.67,221.3
3428,20/7/2019,Southern,510.45,530.71,20.26
3429,20/7/2019,Eastern,496.06,499.35,3.29
3430,20/7/2019,NorthEastern,29.7,42.93,13.23
3431,21/7/2019,Northern,626.48,634.36,7.88
3432,21/7/2019,Western,1147.28,1252.82,105.54
3433,21/7/2019,Southern,521.72,515.68,-6.04
3434,21/7/2019,Eastern,496.06,497.42,1.36
3435,21/7/2019,NorthEastern,29.97,41.19,11.22
3436,22/7/2019,Northern,639.48,681.86,42.38
3437,22/7/2019,Western,1159.45,1302.26,142.81
3438,22/7/2019,Southern,518.05,555.3,37.25
3439,22/7/2019,Eastern,496.06,499.7,3.64
3440,22/7/2019,NorthEastern,30.43,40.89,10.46
3441,23/7/2019,Northern,639.48,704.17,64.69
3442,23/7/2019,Western,1159.45,1353.09,193.64
3443,23/7/2019,Southern,515.05,586.5,71.45
3444,23/7/2019,Eastern,496.06,504.66,8.6
3445,23/7/2019,NorthEastern,30.43,39.84,9.41
3446,24/7/2019,Northern,639.48,695.39,55.91
3447,24/7/2019,Western,1160.99,1304.9,143.91
3448,24/7/2019,Southern,515.05,555.26,40.21
3449,24/7/2019,Eastern,496.06,484.37,-11.69
3450,24/7/2019,NorthEastern,30.43,40.57,10.14
3451,25/7/2019,Northern,625.85,626.58,0.73
3452,25/7/2019,Western,1143.68,1177.73,34.05
3453,25/7/2019,Southern,511.26,544.88,33.62
3454,25/7/2019,Eastern,491.98,445.44,-46.54
3455,25/7/2019,NorthEastern,30.43,38.63,8.2
3456,26/7/2019,Northern,628.64,582.06,-46.58
3457,26/7/2019,Western,1150.26,1139.53,-10.73
3458,26/7/2019,Southern,521.73,509.63,-12.1
3459,26/7/2019,Eastern,488.5,433.21,-55.29
3460,26/7/2019,NorthEastern,30.43,39.59,9.16
3461,27/7/2019,Northern,628.64,561.76,-66.88
3462,27/7/2019,Western,1150.26,1073.6,-76.66
3463,27/7/2019,Southern,521.73,489.05,-32.68
3464,27/7/2019,Eastern,488.5,419.17,-69.33
3465,27/7/2019,NorthEastern,30.43,39.48,9.05
3466,28/7/2019,Northern,631.29,528.5,-102.79
3467,28/7/2019,Western,1150.26,1025.22,-125.04
3468,28/7/2019,Southern,521.73,452.48,-69.25
3469,28/7/2019,Eastern,488.5,398.31,-90.19
3470,28/7/2019,NorthEastern,30.43,38.93,8.5
3471,29/7/2019,Northern,631.29,568.38,-62.91
3472,29/7/2019,Western,1150.26,1095.81,-54.45
3473,29/7/2019,Southern,521.73,476.72,-45.01
3474,29/7/2019,Eastern,488.5,403.81,-84.69
3475,29/7/2019,NorthEastern,30.43,40.69,10.26
3476,30/7/2019,Northern,631.29,626.74,-4.55
3477,30/7/2019,Western,1173.26,1119.87,-53.39
3478,30/7/2019,Southern,521.73,486.11,-35.62
3479,30/7/2019,Eastern,488.5,420.87,-67.63
3480,30/7/2019,NorthEastern,30.43,40.28,9.85
3481,31/7/2019,Northern,633.29,650.92,17.63
3482,31/7/2019,Western,1173.26,1084.12,-89.14
3483,31/7/2019,Southern,543.73,501.85,-41.88
3484,31/7/2019,Eastern,491.5,425.96,-65.54
3485,31/7/2019,NorthEastern,30.43,41.31,10.88
3486,1/8/2019,Northern,639.66,643.39,3.73
3487,1/8/2019,Western,1128.19,1076.21,-51.98
3488,1/8/2019,Southern,531.55,497.05,-34.5
3489,1/8/2019,Eastern,495.71,423.33,-72.38
3490,1/8/2019,NorthEastern,29.73,39.89,10.16
3491,2/8/2019,Northern,639.66,592.43,-47.23
3492,2/8/2019,Western,1128.19,1097.42,-30.77
3493,2/8/2019,Southern,531.55,485.46,-46.09
3494,2/8/2019,Eastern,495.71,415.84,-79.87
3495,2/8/2019,NorthEastern,29.73,34.83,5.1
3496,3/8/2019,Northern,639.66,573.52,-66.14
3497,3/8/2019,Western,1128.19,1093.82,-34.37
3498,3/8/2019,Southern,535.35,475.45,-59.9
3499,3/8/2019,Eastern,495.71,402.51,-93.2
3500,3/8/2019,NorthEastern,29.73,36.49,6.76
3501,4/8/2019,Northern,637.69,588.41,-49.28
3502,4/8/2019,Western,1128.19,1038.99,-89.2
3503,4/8/2019,Southern,532.02,461.62,-70.4
3504,4/8/2019,Eastern,496.96,384.85,-112.11
3505,4/8/2019,NorthEastern,29.73,38.22,8.49
3506,5/8/2019,Northern,642.21,636.28,-5.93
3507,5/8/2019,Western,1138.6,1064.16,-74.44
3508,5/8/2019,Southern,532.02,472.28,-59.74
3509,5/8/2019,Eastern,496.96,396.04,-100.92
3510,5/8/2019,NorthEastern,29.73,41.4,11.67
3511,6/8/2019,Northern,644.18,612.71,-31.47
3512,6/8/2019,Western,1141.45,1057.77,-83.68
3513,6/8/2019,Southern,539.79,449.4,-90.39
3514,6/8/2019,Eastern,496.96,373.49,-123.47
3515,6/8/2019,NorthEastern,29.73,39.62,9.89
3516,7/8/2019,Northern,654.82,600.94,-53.88
3517,7/8/2019,Western,1141.45,1034.57,-106.88
3518,7/8/2019,Southern,543.67,414.6,-129.07
3519,7/8/2019,Eastern,496.96,354.94,-142.02
3520,7/8/2019,NorthEastern,29.73,38.6,8.87
3521,8/8/2019,Northern,654.82,636.94,-17.88
3522,8/8/2019,Western,1141.45,1072.29,-69.16
3523,8/8/2019,Southern,532.19,398.03,-134.16
3524,8/8/2019,Eastern,496.96,371.71,-125.25
3525,8/8/2019,NorthEastern,30.23,37.85,7.62
3526,9/8/2019,Northern,667.25,614.76,-52.49
3527,9/8/2019,Western,1165.45,1031.21,-134.24
3528,9/8/2019,Southern,532.19,390.74,-141.45
3529,9/8/2019,Eastern,496.96,388.32,-108.64
3530,9/8/2019,NorthEastern,30.23,34.37,4.14
3531,10/8/2019,Northern,667.25,610.9,-56.35
3532,10/8/2019,Western,1170.78,975.47,-195.31
3533,10/8/2019,Southern,516.35,389.44,-126.91
3534,10/8/2019,Eastern,496.96,389.96,-107
3535,10/8/2019,NorthEastern,30.23,36.51,6.28
3536,11/8/2019,Northern,679.25,618.1,-61.15
3537,11/8/2019,Western,1183.14,1009.61,-173.53
3538,11/8/2019,Southern,516.35,403.94,-112.41
3539,11/8/2019,Eastern,499.72,405.82,-93.9
3540,11/8/2019,NorthEastern,30.23,36.76,6.53
3541,12/8/2019,Northern,679.25,672.41,-6.84
3542,12/8/2019,Western,1183.14,1082.97,-100.17
3543,12/8/2019,Southern,516.35,449.14,-67.21
3544,12/8/2019,Eastern,496.9,437.17,-59.73
3545,12/8/2019,NorthEastern,30.23,35.52,5.29
3546,13/8/2019,Northern,679.25,649.15,-30.1
3547,13/8/2019,Western,1180.06,1091.41,-88.65
3548,13/8/2019,Southern,511.02,435.43,-75.59
3549,13/8/2019,Eastern,495.65,429.1,-66.55
3550,13/8/2019,NorthEastern,30.23,34.65,4.42
3551,14/8/2019,Northern,684.14,623.24,-60.9
3552,14/8/2019,Western,1185.93,1058.94,-126.99
3553,14/8/2019,Southern,519.52,437.83,-81.69
3554,14/8/2019,Eastern,495.65,409.09,-86.56
3555,14/8/2019,NorthEastern,30.23,35.09,4.86
3556,15/8/2019,Northern,696.09,542.09,-154
3557,15/8/2019,Western,1174.72,929.15,-245.57
3558,15/8/2019,Southern,523.93,402.56,-121.37
3559,15/8/2019,Eastern,496,360.93,-135.07
3560,15/8/2019,NorthEastern,30.23,30.14,-0.09
3561,16/8/2019,Northern,684.49,545.76,-138.73
3562,16/8/2019,Western,1153.12,955.59,-197.53
3563,16/8/2019,Southern,528.43,453.16,-75.27
3564,16/8/2019,Eastern,492.04,389.61,-102.43
3565,16/8/2019,NorthEastern,30.23,27.33,-2.9
3566,17/8/2019,Northern,684.49,491.18,-193.31
3567,17/8/2019,Western,1153.12,1007.51,-145.61
3568,17/8/2019,Southern,528.43,462.5,-65.93
3569,17/8/2019,Eastern,488.04,386.88,-101.16
3570,17/8/2019,NorthEastern,30.23,28.98,-1.25
3571,18/8/2019,Northern,684.49,439.63,-244.86
3572,18/8/2019,Western,1153.12,1039.58,-113.54
3573,18/8/2019,Southern,536.91,478,-58.91
3574,18/8/2019,Eastern,488.04,377.75,-110.29
3575,18/8/2019,NorthEastern,30.23,30.22,-0.01
3576,19/8/2019,Northern,678.78,499.7,-179.08
3577,19/8/2019,Western,1153.12,1104.1,-49.02
3578,19/8/2019,Southern,544.45,517.88,-26.57
3579,19/8/2019,Eastern,488.04,411.18,-76.86
3580,19/8/2019,NorthEastern,30.23,29.92,-0.31
3581,20/8/2019,Northern,675.83,554.04,-121.79
3582,20/8/2019,Western,1162.24,1118.44,-43.8
3583,20/8/2019,Southern,551.53,524.46,-27.07
3584,20/8/2019,Eastern,491.62,404.51,-87.11
3585,20/8/2019,NorthEastern,30.23,31.34,1.11
3586,21/8/2019,Northern,675.83,580.7,-95.13
3587,21/8/2019,Western,1164.87,1092.07,-72.8
3588,21/8/2019,Southern,547.88,511.17,-36.71
3589,21/8/2019,Eastern,488.2,408.59,-79.61
3590,21/8/2019,NorthEastern,30.5,31.76,1.26
3591,22/8/2019,Northern,677.96,600.65,-77.31
3592,22/8/2019,Western,1173.07,1115.72,-57.35
3593,22/8/2019,Southern,547.88,500.73,-47.15
3594,22/8/2019,Eastern,488.2,410.05,-78.15
3595,22/8/2019,NorthEastern,30.5,30.53,0.03
3596,23/8/2019,Northern,677.96,650.49,-27.47
3597,23/8/2019,Western,1188.18,1151.47,-36.71
3598,23/8/2019,Southern,544.11,465.88,-78.23
3599,23/8/2019,Eastern,488.2,389.63,-98.57
3600,23/8/2019,NorthEastern,30.5,26.22,-4.28
3601,24/8/2019,Northern,675.31,637.26,-38.05
3602,24/8/2019,Western,1188.18,1083.39,-104.79
3603,24/8/2019,Southern,544.11,439.86,-104.25
3604,24/8/2019,Eastern,496.46,387.42,-109.04
3605,24/8/2019,NorthEastern,30.5,27.17,-3.33
3606,25/8/2019,Northern,675.31,628.69,-46.62
3607,25/8/2019,Western,1182.35,1040.63,-141.72
3608,25/8/2019,Southern,554.68,453.49,-101.19
3609,25/8/2019,Eastern,496.46,398.47,-97.99
3610,25/8/2019,NorthEastern,30.5,28.92,-1.58
3611,26/8/2019,Northern,675.31,638.15,-37.16
3612,26/8/2019,Western,1194.27,1085.65,-108.62
3613,26/8/2019,Southern,565.41,484.29,-81.12
3614,26/8/2019,Eastern,496.46,415.87,-80.59
3615,26/8/2019,NorthEastern,30.5,30.02,-0.48
3616,27/8/2019,Northern,677.96,694.63,16.67
3617,27/8/2019,Western,1195.67,1093.26,-102.41
3618,27/8/2019,Southern,565.41,528.02,-37.39
3619,27/8/2019,Eastern,492.31,426.29,-66.02
3620,27/8/2019,NorthEastern,30.5,32.14,1.64
3621,28/8/2019,Northern,677.96,743.75,65.79
3622,28/8/2019,Western,1195.67,1136.9,-58.77
3623,28/8/2019,Southern,568.41,555.73,-12.68
3624,28/8/2019,Eastern,496.98,427.13,-69.85
3625,28/8/2019,NorthEastern,30.5,29.47,-1.03
3626,29/8/2019,Northern,677.96,751.45,73.49
3627,29/8/2019,Western,1180.56,1163.62,-16.94
3628,29/8/2019,Southern,572.08,570.22,-1.86
3629,29/8/2019,Eastern,496.98,430.44,-66.54
3630,29/8/2019,NorthEastern,34.83,33.08,-1.75
3631,30/8/2019,Northern,677.96,740.35,62.39
3632,30/8/2019,Western,1174.25,1148.12,-26.13
3633,30/8/2019,Southern,572.08,565.15,-6.93
3634,30/8/2019,Eastern,496.98,445.33,-51.65
3635,30/8/2019,NorthEastern,34.83,32.57,-2.26
3636,31/8/2019,Northern,677.96,739.96,62
3637,31/8/2019,Western,1194.25,1132.88,-61.37
3638,31/8/2019,Southern,589.08,527.59,-61.49
3639,31/8/2019,Eastern,496.98,475.44,-21.54
3640,31/8/2019,NorthEastern,34.83,28.34,-6.49
3641,1/9/2019,Northern,696.56,670.26,-26.3
3642,1/9/2019,Western,1222.95,1036.08,-186.87
3643,1/9/2019,Southern,579.38,485.33,-94.05
3644,1/9/2019,Eastern,510.82,453.61,-57.21
3645,1/9/2019,NorthEastern,34.45,24.82,-9.63
3646,2/9/2019,Northern,696.56,656.03,-40.53
3647,2/9/2019,Western,1222.95,1061.5,-161.45
3648,2/9/2019,Southern,579.38,465.71,-113.67
3649,2/9/2019,Eastern,510.82,464.04,-46.78
3650,2/9/2019,NorthEastern,34.45,22.47,-11.98
3651,3/9/2019,Northern,693.92,673.06,-20.86
3652,3/9/2019,Western,1222.95,1072.51,-150.44
3653,3/9/2019,Southern,579.38,473.66,-105.72
3654,3/9/2019,Eastern,500.22,477.75,-22.47
3655,3/9/2019,NorthEastern,34.45,29.79,-4.66
3656,4/9/2019,Northern,693.92,653.32,-40.6
3657,4/9/2019,Western,1222.95,1077.45,-145.5
3658,4/9/2019,Southern,579.38,460.83,-118.55
3659,4/9/2019,Eastern,500.22,484.3,-15.92
3660,4/9/2019,NorthEastern,34.45,26.21,-8.24
3661,5/9/2019,Northern,693.92,641.19,-52.73
3662,5/9/2019,Western,1234.83,1050.9,-183.93
